model,threshold,prec,recall,fscore,evaluated_on
random_baseline_seed,,0.1642651296829971,0.5229357798165137,0.25,testset
random_baseline_seed,,0.15803814713896458,0.5321100917431193,0.24369747899159666,testset
random_baseline_seed,,0.15895953757225434,0.5045871559633027,0.2417582417582418,testset
random_baseline_seed,,0.14713896457765668,0.4954128440366973,0.226890756302521,testset
random_baseline_seed,,0.13813813813813813,0.42201834862385323,0.20814479638009048,testset
